x,y,z
-21.60353170146,1.76627791240445,0
0.839597563384306,8.22887867920159,0
-9.63191832373045,-22.1115714524626,0
7.78318057410139,-2.52661313033582,0
-22.5691367593658,8.3784293088629,0
2.54116442699774,-6.86106223339673,0
-13.5793537962741,-16.5804325253824,0
24.1438873976005,1.53894458672605,0
10.0551747662662,15.6359740939569,0
-10.6972831843,-2.91292558667991,0
-18.5644027406079,5.33618427939368,0
-3.87377789818439,-14.3105361426462,0
-18.3997423247457,-13.7540566400851,0
-21.8481683124567,0.733722291720727,0
-3.70745951416666,-11.7775765816998,0
-3.94781534071082,14.7107428191817,0
16.2286117772383,-0.739977689551028,0
11.8435021888022,21.724507662049,0
-0.937848839260542,16.8498930773593,0
-4.7917990450713,5.4589125496086,0
-5.40324926245782,18.8120903899735,0
21.0634991900424,12.0905853291615,0
-20.0005042163457,-12.1743951562595,0
9.2086535343958,-17.5342114732806,0
0.595185073313559,-6.65257218734485,0
-7.69471071429225,-22.8775202741602,0
-23.0982346193685,-2.94299827254025,0
-1.88230974164174,13.1275607193091,0
1.37957988596777,18.9849833403777,0
9.8493010801978,-16.0337473106171,0
9.78602942121827,-3.56147148312441,0
-17.0652335631412,14.1080198843503,0
15.0062528102925,15.0903861214672,0
-3.5265040346754,23.869824853072,0
-20.5146096126033,7.42994653554148,0
21.5140796854297,-1.00118865615091,0
-2.15022235548985,-20.5003434843466,0
-5.61725218817823,5.9619765240485,0
-20.2197947556359,2.71262239602944,0
-5.3731449499768,12.4483477905408,0
-10.9274001377668,-7.83675003661984,0
3.03389539207501,-10.3557597799085,0
22.9576128716616,5.92839610820389,0
15.0383297254805,-6.05109685605096,0
12.6379001426757,-0.190589765219099,0
