x,y,z
-1,0,0
2,0,0
0.5,-2.59807621135332,0
0.5,2.59807621135332,0
-2.5,-2.59807621135332,0
-2.5,2.59807621135332,0
-4,0,0
3.5,-2.59807621135332,0
3.5,2.59807621135332,0
5,0,0
-1,-5.19615242270663,0
-1,5.19615242270663,0
2,-5.19615242270663,0
2,5.19615242270663,0
-5.5,-2.59807621135332,0
-5.5,2.59807621135332,0
-4,-5.19615242270663,0
-4,5.19615242270663,0
6.5,-2.59807621135332,0
6.5,2.59807621135332,0
-7,0,0
5,-5.19615242270663,0
5,5.19615242270663,0
0.5,-7.79422863405995,0
0.5,7.79422863405995,0
8,0,0
-2.5,-7.79422863405995,0
-2.5,7.79422863405995,0
3.5,-7.79422863405995,0
3.5,7.79422863405995,0
-7,-5.19615242270663,0
-7,5.19615242270663,0
-8.5,-2.59807621135332,0
-8.5,2.59807621135332,0
-5.5,-7.79422863405995,0
8,-5.19615242270663,0
8,5.19615242270663,0
-5.5,7.79422863405995,0
9.5,-2.59807621135332,0
9.5,2.59807621135332,0
-10,0,0
6.5,-7.79422863405995,0
6.5,7.79422863405995,0
-1,-10.3923048454133,0
-1,10.3923048454133,0
2,-10.3923048454133,0
2,10.3923048454133,0
11,0,0
-4,-10.3923048454133,0
-4,10.3923048454133,0
-10,-5.19615242270663,0
-10,5.19615242270663,0
-8.5,-7.79422863405995,0
5,-10.3923048454133,0
5,10.3923048454133,0
-8.5,7.79422863405995,0
-11.5,-2.59807621135332,0
-11.5,2.59807621135332,0
11,-5.19615242270663,0
11,5.19615242270663,0
9.5,-7.79422863405995,0
9.5,7.79422863405995,0
-7,-10.3923048454133,0
-7,10.3923048454133,0
12.5,-2.59807621135332,0
12.5,2.59807621135332,0
0.5,-12.9903810567666,0
0.5,12.9903810567666,0
-13,0,0
8,-10.3923048454133,0
8,10.3923048454133,0
-2.5,-12.9903810567666,0
-2.5,12.9903810567666,0
3.5,-12.9903810567666,0
3.5,12.9903810567666,0
-11.5,-7.79422863405995,0
-11.5,7.79422863405995,0
-13,-5.19615242270663,0
14,0,0
-13,5.19615242270663,0
-5.5,-12.9903810567666,0
-5.5,12.9903810567666,0
-10,-10.3923048454133,0
-10,10.3923048454133,0
6.5,-12.9903810567666,0
6.5,12.9903810567666,0
-14.5,-2.59807621135332,0
12.5,-7.79422863405995,0
12.5,7.79422863405995,0
-14.5,2.59807621135332,0
14,-5.19615242270663,0
14,5.19615242270663,0
11,-10.3923048454133,0
11,10.3923048454133,0
-8.5,-12.9903810567666,0
-8.5,12.9903810567666,0
-1,-15.5884572681199,0
-1,15.5884572681199,0
2,-15.5884572681199,0
15.5,-2.59807621135332,0
15.5,2.59807621135332,0
2,15.5884572681199,0
-16,0,0
-4,-15.5884572681199,0
9.5,-12.9903810567666,0
9.5,12.9903810567666,0
-4,15.5884572681199,0
5,-15.5884572681199,0
5,15.5884572681199,0
-14.5,-7.79422863405995,0
-14.5,7.79422863405995,0
