x,y,z
1.84664234187686,-10.5481844351014,0
5.54556694604012,4.50974812486848,0
17.5731404059158,-10.7220127351378,0
7.88800300965349,-8.002761036604,0
0.770594416615439,9.39998631877835,0
14.3199385576245,9.63584263512016,0
1.34857589318943,16.0669356710552,0
-11.8873038916922,6.33859020058101,0
-8.17068623997663,2.30013866578198,0
20.7915036227368,9.7814973861936,0
-1.16739768064451,23.3761060849951,0
0.58064566442298,22.2419804475769,0
6.18133284746263,-15.4369014866792,0
-7.78375485318476,7.78187818293303,0
-8.56286722581397,-8.78069634957373,0
12.4568078974837,-19.0929262476425,0
1.4256296771613,18.1148741873723,0
16.6175516034457,-2.17080088338607,0
5.0568340383889,-16.5070291527357,0
6.57837383547118,-18.7205809072108,0
6.03507264136371,18.8008195267106,0
16.2115148876462,4.44649176855122,0
-19.4500088938829,-9.65832414273449,0
-5.21065636311602,-8.59607427490629,0
-14.6961056416244,9.41551155410593,0
8.30109484567985,16.8295583831624,0
9.1730312140893,-17.077880573807,0
13.3605833886308,0.31010719173844,0
1.34564495040328,11.4786893934927,0
3.04336537425279,14.8930682526647,0
-1.6806363539566,20.3397103423334,0
19.7385764741872,-10.6323082577815,0
-14.9024424632804,-10.7450671907667,0
23.0058156243741,9.26559074621076,0
-1.49831953816399,2.29148899077609,0
